,crashed,crashed_std,merged,merged_std,mean_speed,mean_speed_std,max_speed,max_speed_std,mean_abs_jerk,mean_abs_jerk_std,closest_distance,closest_distance_std,mean_closest_distance,mean_closest_distance_std,mean_abs_jerk_merged,mean_abs_jerk_merged_std,closest_distance_merged,closest_distance_merged_std,mean_closest_distance_merged,mean_closest_distance_merged_std,mean_disruption,mean_disruption_std,max_disruption,max_disruption_std,total_disruption,total_disruption_std,disruption_time,disruption_time_std,time_taken,time_taken_std,time_to_merge,time_to_merge_std,clock_time_per_episode,clock_time_per_episode_std,clock_time_per_step,clock_time_per_step_std,ALT_A_WEIGHT,ALT_D_WEIGHT,ALT_J_WEIGHT,ALT_V_WEIGHT,AVOID_UNVISITED_STATES,A_WEIGHT,BASE_TRAFFIC_INTERVAL,BATCH_SIZE,CARS_AHEAD,CARS_BEHIND,CAR_LENGTH,CHECK_ROLLOUT_CRASH,CLIP_MAX_REWARD,CLIP_MIN_REWARD,CLIP_TARGETS,COMBINATION_MIN_DISTANCE,CRASH_MIN_S,CRASH_REWARD,CUDA,DESIRED_SPEED,DESIRED_TTC,DISCOUNT_FACTOR,DOUBLE_DQN,D_WEIGHT,EPS_DECAY_COEFFICIENT,EPS_DECAY_RATE,EPS_END,EPS_START,EVALUATION_EPISODE_LENGTH,EVALUATION_PERIOD,EVALUATION_TICK_LENGTH,FULL_LOG_DIR,FUTURE_S,FUTURE_T,GAMMA,GYM_ENVIRONMENT,INIT_MODEL_NAME,INVALID_ACTION_PENALTY,J_WEIGHT,LEARNING_RATE,LIMIT_DQN_SPEED,LOG_DIR,LOG_FILE,LOG_LEVEL,MAXIMUM_POSITIVE_JERK,MAX_EPISODE_LENGTH,MAX_NEGATIVE_ACCELERATION,MAX_POSITIVE_ACCELERATION,MAX_PREDICTED_DECELERATION,MAX_SPEED,MAX_START_SPEED,MERGE_POINT_X,MINIMUM_NEGATIVE_JERK,MIN_ALLOWED_DISTANCE,MIN_FOLLOW_DISTANCE,MIN_START_SPEED,MODEL_NAME,NORMALIZE_VECTOR_INPUT,NUM_EPISODES,NUM_EVALUATION_EPISODES,NUM_TRAINING_EPISODES,OTHER_CAR_SPEED,PER_ALPHA,PER_MAX_PRIORITY,PER_MIN_PRIORITY,RANDOMIZE_START_SPEED,REMEMBER_LAST_CHOICE_FOR_SWITCHING_COMBINED,REPLAY_BUFFER_SIZE,REWARD_FUNCTION,ROLLOUT_LENGTH,SEED,SENSOR_RADIUS,START_SPEED,START_SPEED_VARIANCE,START_UNCERTAINTY,STEP_SIZE,STEP_SIZE_HALF_PER_EPISODES,STOP_X,ST_TEST_ROLLOUTS,SUCCESS_REWARD,SYSTEM,S_DISCRETIZATION,TARGET_NET_FREEZE_PERIOD,TASK,TEST_ROLLOUT_STATE,TEST_ST_STRICTLY_BETTER,TICK_LENGTH,TIME_REWARD,TRAFFIC_DENSITY,TRAINING_EPISODE_LENGTH,TRAINING_STEPS_PER_EPISODE,TRAINING_TICK_LENGTH,T_DISCRETIZATION,UNCERTAINTY_PER_SECOND,USE_ACCELERATION_OF_OTHER_CARS,USE_ALTERNATE_TRAFFIC_DISTRIBUTION,USE_CYTHON,USE_DROPOUT,USE_FAST_ST_SOLVER,USE_GUI,USE_MIN_ALLOWED_DISTANCE_IN_COMBINED_SOLVER,USE_PRIORITIZED_ER,USE_SIMPLE_TRAFFIC_DISTRIBUTION,USE_SPEED_DIFFERENCE,VARY_TRAFFIC_START_TIMES,V_WEIGHT,WT_EFFICIENT,WT_SAFE,WT_SMOOTH,ST_DESCRIPTION,TRAFFIC_DESCRIPTION,TIME,percent st solver,percent st solver_std
5,0.00025,0.00024999999999999995,0.99975,0.0002499999999999999,15.409517479330313,0.019472490639573604,19.76037871614248,0.02589354171368964,0.3705224949507302,0.0013615959188587002,4.726358786018735,0.019797643242576258,7.4501395641285075,0.016705723964790142,0.3704927608605026,0.0013616116639088571,4.727389268032214,0.01977575093246001,7.451821113839941,0.016625035327949806,0.4605235731725964,0.0028184705030215307,8.333183614984012,0.03638100831896724,4.841352778256903,0.029336928826917658,0.5966,0.004360259506696986,17.39095,0.02159383240127708,17.39264816204051,0.0215323399631986,0.3488665197463779,0.00044731083907816326,0.004016344774825914,3.241652413526748e-06,0.01,0.05,0.1,0.0001,True,10.0,1.2,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.999,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/ddpg_moderate2_extended,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,2e-05,False,ddpg_moderate2_extended,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_moderate2_extended,True,4000,100,150000,11.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,1,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_DDPG,True,True,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-11.0-1.2-varying,2020-10-22 15:57:26.216015-07:00,,
6,0.00025,0.00025,0.99975,0.00025,18.235763241944746,0.028412161517681712,23.628515091950305,0.025800723301110624,0.8484394780870829,0.0042007197181536645,5.990704726406463,0.012933081954303285,9.231029715900325,0.026541727945837888,0.8483617325277116,0.004201050605691254,5.990648524400212,0.012936194290925945,9.230434374473512,0.026541686485548367,0.3451898743340573,0.004599444249288962,5.583106603220436,0.0667333933893406,2.724103499184896,0.03605893336065062,0.65855,0.01319901617098678,14.7048,0.022883949807445767,14.705426356589149,0.022881097187792108,3.760052378478112,0.01888348628107801,0.05073222597375052,0.00021303870901813191,0.01,0.05,0.1,0.0001,True,10.0,1.2,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.9990000000000001,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/combined_fast_1,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,combined_fast_1,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_fast1_extended,True,4000,100,150000,15.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,100,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_COMBINED_DDPG,True,False,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-15.0-1.2-varying,2020-10-24 03:27:08.352137-07:00,0.07212291706898312,0.0007882446764343125
7,0.0,0.0,1.0,0.0,18.49803580576143,0.03492473924273011,23.43544260458143,0.02728952738373454,0.7449829730196076,0.0035381136002697686,5.699402249403765,0.006314136404071233,8.988062560779102,0.0240546401619617,0.7449829730196076,0.0035381136002697686,5.699402249403765,0.006314136404071233,8.988062560779102,0.0240546401619617,0.4703543114914184,0.005115479571025826,6.75470590714398,0.06006829448901872,3.916098208846321,0.049143367375489896,0.9475,0.031143352655159832,14.63405,0.039719605500813895,14.63405,0.039719605500813895,3.842713652383448,0.01962247878550481,0.051837822729736464,0.00014844770455177013,0.01,0.05,0.1,0.0001,True,10.0,1.2,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.999,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/combined_fast_2,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,combined_fast_2,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_fast2_extended,True,4000,100,150000,15.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,101,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_COMBINED_DDPG,True,False,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-15.0-1.2-varying,2020-10-24 03:41:48.242485-07:00,0.05240614277160149,0.0006692897102365707
8,0.0,0.0,1.0,0.0,13.813833994800111,0.03510390474789553,19.521111120782308,0.04196437869472333,0.6892830040695362,0.0029250863547119034,5.8831263345186615,0.015747076085414008,8.825438820565287,0.042898972436775186,0.6892830040695362,0.0029250863547119034,5.8831263345186615,0.015747076085414008,8.825438820565287,0.042898972436775186,0.35236395270780074,0.0037342830216026282,5.877519523616267,0.05950750443716129,4.516489758459271,0.05049654333253098,1.6618000000000002,0.03735376843109677,20.2511,0.11038047000959857,20.2511,0.11038047000959857,6.317604947960382,0.05585863005106712,0.060918464525097714,0.00021017153138299958,0.01,0.05,0.1,0.0001,True,10.0,1.2,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.9990000000000001,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/combined_moderate_1,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,combined_moderate_1,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_moderate1_extended,True,4000,100,150000,11.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,100,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_COMBINED_DDPG,True,False,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-11.0-1.2-varying,2020-10-24 06:26:20.693802-07:00,0.0374376766814187,0.00047445228690435183
9,0.0,0.0,1.0,0.0,13.24471942378765,0.022899110748033732,23.548553395308108,0.014575425279464491,1.2795936161076202,0.00409341060553185,11.049965296310608,0.03005731371495238,12.884985429566836,0.06266182317387753,1.2795936161076202,0.00409341060553185,11.049965296310608,0.03005731371495238,12.884985429566836,0.06266182317387753,0.18850626353379585,0.003410689089211417,4.722469997119057,0.046488717255917335,2.994426946522116,0.05894333669765142,0.7138,0.011333556475157916,20.339,0.03603393346680698,20.339,0.03603393346680698,6.8073192732061125,0.02913257849130159,0.06626872730874285,0.00020246565128514838,0.01,0.05,0.1,0.0001,True,10.0,1.2,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.999,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/st_fast,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,st_fast,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_low1_extended,True,4000,100,150000,11.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,0,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,ST,True,True,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-11.0-1.2-varying,2020-10-24 07:00:00.668817-07:00,,
10,0.0,0.0,1.0,0.0,13.24471942378765,0.02289911074803373,23.548553395308108,0.014575425279464491,1.2795936161076202,0.00409341060553185,11.049965296310608,0.03005731371495238,12.884985429566836,0.06266182317387753,1.2795936161076202,0.00409341060553185,11.049965296310608,0.03005731371495238,12.884985429566836,0.06266182317387753,0.18850626353379585,0.003410689089211417,4.722469997119057,0.046488717255917335,2.994426946522116,0.05894333669765142,0.7138,0.011333556475157916,20.339000000000002,0.03603393346680698,20.339000000000002,0.03603393346680698,6.800647193413446,0.028952271257312662,0.0662141805142846,0.0002016888795917605,0.01,0.05,0.1,0.0001,True,10.0,1.2,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.9990000000000001,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/st_moderate,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,st_moderate,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_low1_extended,True,4000,100,150000,11.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,0,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,ST,True,True,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-11.0-1.2-varying,2020-10-24 07:00:13.769778-07:00,,
11,0.0,0.0,1.0,0.0,18.93717738876721,0.025541800827608232,24.23635853617264,0.027533651850748245,0.7847577541054646,0.0030685040101728514,5.434459877665453,0.003273461039867332,8.29695503068816,0.01924003268114801,0.7847577541054646,0.0030685040101728514,5.434459877665453,0.003273461039867332,8.29695503068816,0.01924003268114801,0.3408323755515233,0.0042647898782568645,6.3597263258850285,0.06380211681153597,2.6566685125346274,0.0338222086830211,0.5489,0.011330458610448246,14.12795,0.018813909486668185,14.12795,0.018813909486668185,1.0780629725639446,0.0033093665415505373,0.015186440391511104,3.4458605681800505e-05,0.01,0.05,0.1,0.0001,True,10.0,1.2,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.999,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/combined_fast_3,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,combined_fast_3,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_fast3_extended,True,4000,100,150000,15.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,102,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_COMBINED_DDPG,True,False,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-15.0-1.2-varying,2020-10-24 09:27:56.881224-07:00,0.02873045388764778,0.0006301835490296097
12,0.0,0.0,1.0,0.0,14.741984163231027,0.01844801815540268,19.710168854739774,0.02763002574910407,0.5476055614033832,0.00216188934569463,5.923536020378612,0.006723525550001349,7.750083533846532,0.014576318597909381,0.5476055614033832,0.00216188934569463,5.923536020378612,0.006723525550001349,7.750083533846532,0.014576318597909381,0.29086032599767986,0.003751105591174742,5.630433564180652,0.06593212590723037,3.2243573333958504,0.040893818146902176,0.8459500000000001,0.01169311043233988,18.14275,0.02215481478888015,18.14275,0.02215481478888015,1.591960669677821,0.0043591637114488435,0.017486586286140443,3.542054086896442e-05,0.01,0.05,0.1,0.0001,True,10.0,1.2,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.9990000000000001,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/combined_moderate_3,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,combined_moderate_3,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_moderate3_extended,True,4000,100,150000,11.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,102,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_COMBINED_DDPG,True,False,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-11.0-1.2-varying,2020-10-24 10:05:27.622993-07:00,0.025110143860851062,0.000443220842533096
13,0.0,0.0,1.0,0.0,14.44423581899488,0.01945633701893804,19.59623764977432,0.02741937299771159,0.627988138823509,0.002768366717155377,5.566576849629736,0.007696645712412392,8.373931897107424,0.0163771951475434,0.627988138823509,0.002768366717155377,5.566576849629736,0.007696645712412392,8.373931897107424,0.0163771951475434,0.4049193075844108,0.00441909672048468,6.1955318381723705,0.060629186858801275,4.769644332202693,0.053927637006249536,1.3555,0.014227633109058285,18.56975,0.02563489850536461,18.56975,0.02563489850536461,1.6507525694648648,0.004642165444190307,0.01770924443632564,3.520172194387189e-05,0.01,0.05,0.1,0.0001,True,10.0,1.2,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.999,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/combined_moderate_2,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,combined_moderate_2,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_moderate2_extended,True,4000,100,150000,11.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,101,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_COMBINED_DDPG,True,False,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-11.0-1.2-varying,2020-10-24 10:09:09.620663-07:00,0.04006575899630819,0.00045465815920571386
14,0.0,0.0,1.0,0.0,18.44249339396487,0.021024897335190508,24.531057542516127,0.01956185219321085,1.1530178198068424,0.004638476205298611,10.620251809105726,0.01606427687176451,12.935775001784911,0.034083774390578664,1.1530178198068424,0.004638476205298611,10.620251809105726,0.01606427687176451,12.935775001784911,0.034083774390578664,0.19843353906395286,0.003953764810542688,4.259737392867535,0.06552163516868678,1.6998860196770398,0.03680625363938665,0.3213000000000001,0.0070479781497249094,14.477900000000002,0.016593122986123143,14.477900000000002,0.016593122986123143,2.608327243507825,0.008477611905347408,0.035942078824410965,0.00010121732919288597,0.01,0.05,0.1,0.0001,True,10.0,1.2,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.9990000000000001,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/st_fast,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,st_fast,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_low1_extended,True,4000,100,150000,15.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,0,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,ST,True,True,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-15.0-1.2-varying,2020-10-25 15:28:47.950786-07:00,,
15,0.0,0.0,1.0,0.0,18.25463464043085,0.02520117958637504,24.03276882611701,0.01857660578925888,0.836247659625215,0.0027527716846809307,6.3271690024658485,0.01132524473046638,9.638054387803992,0.017119969497338298,0.836247659625215,0.0027527716846809307,6.3271690024658485,0.01132524473046638,9.638054387803992,0.017119969497338298,0.20810190012434948,0.003357793463221769,3.5168562187866383,0.06086191609427316,1.7067096065703404,0.026263214663578532,0.8028500000000002,0.012092229938320737,14.66535,0.019810804157462697,14.66535,0.019810804157462697,1.906642734353576,0.012395441930758672,0.0258340620184411,0.00015578886221245407,0.01,0.05,0.1,0.0001,True,10.0,1.2,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.999,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/cross_moderate_network_fast_traffic_2,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,cross_moderate_network_fast_traffic_2,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_moderate2_extended,True,4000,100,150000,15.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,201,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_COMBINED_DDPG,True,False,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-15.0-1.2-varying,2020-10-25 16:03:31.054794-07:00,0.025470393191023854,0.0005590209267376828
16,0.0,0.0,1.0,0.0,17.298255636616638,0.026622230874727773,22.1107162605688,0.024019264524340517,0.6535567064756909,0.002269873260338631,6.083832772627419,0.009488918046867374,8.060928713843179,0.02436488659890569,0.6535567064756909,0.002269873260338631,6.083832772627419,0.009488918046867374,8.060928713843179,0.02436488659890569,0.09364487282124036,0.0029304023402278137,1.3061674161885677,0.043277436419875616,0.7773639522512606,0.023042953100437413,0.50355,0.01185440766636107,15.50095,0.024547106030622424,15.50095,0.024547106030622424,1.969746024561144,0.013964659797885387,0.02516799918494661,0.00016031432113839623,0.01,0.05,0.1,0.0001,True,10.0,1.2,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.9990000000000001,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/cross_moderate_network_fast_traffic_3,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,cross_moderate_network_fast_traffic_3,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_moderate3_extended,True,4000,100,150000,15.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,202,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_COMBINED_DDPG,True,False,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-15.0-1.2-varying,2020-10-25 16:07:42.471609-07:00,0.010374766840171872,0.00035102932476934937
17,0.0,0.0,0.988,0.0017218423810837985,16.922048904894314,0.037313720633940894,21.670285504166518,0.03931946080212095,0.7680636082322804,0.0029268562510511163,6.459629679040562,0.01845920395268989,8.446233993883544,0.029937746918016064,0.7741066293730543,0.002827095225424632,6.459629679040562,0.01845920395268989,8.446233993883544,0.029937746918016064,0.08585532714219793,0.0027706166869117524,1.1784571202166279,0.0406241683559719,0.8212875697990901,0.028876039708063374,0.6439271255060729,0.01922250137405795,16.63425,0.14746062319556127,15.619281376518213,0.023414960873111082,2.090577733999337,0.032863837412643565,0.024358915401099825,0.00016315245492241277,0.01,0.05,0.1,0.0001,True,10.0,1.2,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.999,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/cross_moderate_network_fast_traffic_1,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,cross_moderate_network_fast_traffic_1,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_moderate1_extended,True,4000,100,150000,15.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,200,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_COMBINED_DDPG,True,False,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-15.0-1.2-varying,2020-10-25 16:14:54.547627-07:00,0.021773675425539967,0.0003045944277467377
18,0.0,0.0,1.0,0.0,11.114704756557726,0.00868564981172852,21.350168102185425,0.01431028801271899,1.1549971390039082,0.0026299748091558077,6.061647714176705,0.013300347857172778,11.337795865650929,0.03182080057430866,1.1549971390039082,0.0026299748091558077,6.061647714176705,0.013300347857172778,11.337795865650929,0.03182080057430866,0.3777764359901906,0.0009364177113993381,6.099802516688647,0.0344660402621309,6.664389946749853,0.017329316775672544,3.1973500000000006,0.01513334063829658,24.019200000000005,0.017996077480972768,24.019200000000005,0.017996077480972768,3.1330566874644714,0.006491301492703668,0.02605005105420579,4.567399019878041e-05,0.01,0.05,0.1,0.0001,True,10.0,1.2,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.9990000000000001,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/cross_moderate_network_slow_traffic_3,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,cross_moderate_network_slow_traffic_3,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_moderate3_extended,True,4000,100,150000,7.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,202,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_COMBINED_DDPG,True,False,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-7.0-1.2-varying,2020-10-25 23:18:09.335094-07:00,0.03484229166386752,0.0003698269016496428
19,0.0,0.0,1.0,0.0,9.274424380102252,0.03141231637250875,18.874589600144912,0.06822018555053004,0.9348414889934844,0.004649990862101088,6.311296120340503,0.0194408375915296,10.886115049355867,0.09895631295777052,0.9348414889934844,0.004649990862101088,6.311296120340503,0.0194408375915296,10.886115049355867,0.09895631295777052,0.2705598280739085,0.0019507296598176085,5.945965513398932,0.035129894504526554,6.1603735078062565,0.05059013744394557,3.6251,0.04796736092832925,30.8339,0.16800197577250653,30.8339,0.16800197577250653,4.11479000117426,0.027061861741172998,0.026358528245818257,4.973476060936634e-05,0.01,0.05,0.1,0.0001,True,10.0,1.2,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.999,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/cross_moderate_network_slow_traffic_1,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,cross_moderate_network_slow_traffic_1,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_moderate1_extended,True,4000,100,150000,7.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,200,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_COMBINED_DDPG,True,False,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-7.0-1.2-varying,2020-10-26 00:23:54.488544-07:00,0.05231203048888902,0.0004225405613134645
