,crashed,crashed_std,merged,merged_std,mean_speed,mean_speed_std,max_speed,max_speed_std,mean_abs_jerk,mean_abs_jerk_std,closest_distance,closest_distance_std,mean_closest_distance,mean_closest_distance_std,mean_abs_jerk_merged,mean_abs_jerk_merged_std,closest_distance_merged,closest_distance_merged_std,mean_closest_distance_merged,mean_closest_distance_merged_std,mean_disruption,mean_disruption_std,max_disruption,max_disruption_std,total_disruption,total_disruption_std,disruption_time,disruption_time_std,time_taken,time_taken_std,time_to_merge,time_to_merge_std,clock_time_per_episode,clock_time_per_episode_std,clock_time_per_step,clock_time_per_step_std,ALT_A_WEIGHT,ALT_D_WEIGHT,ALT_J_WEIGHT,ALT_V_WEIGHT,AVOID_UNVISITED_STATES,A_WEIGHT,BASE_TRAFFIC_INTERVAL,BATCH_SIZE,CARS_AHEAD,CARS_BEHIND,CAR_LENGTH,CHECK_ROLLOUT_CRASH,CLIP_MAX_REWARD,CLIP_MIN_REWARD,CLIP_TARGETS,COMBINATION_MIN_DISTANCE,CRASH_MIN_S,CRASH_REWARD,CUDA,DESIRED_SPEED,DESIRED_TTC,DISCOUNT_FACTOR,DOUBLE_DQN,D_WEIGHT,EPS_DECAY_COEFFICIENT,EPS_DECAY_RATE,EPS_END,EPS_START,EVALUATION_EPISODE_LENGTH,EVALUATION_PERIOD,EVALUATION_TICK_LENGTH,FULL_LOG_DIR,FUTURE_S,FUTURE_T,GAMMA,GYM_ENVIRONMENT,INIT_MODEL_NAME,INVALID_ACTION_PENALTY,J_WEIGHT,LEARNING_RATE,LIMIT_DQN_SPEED,LOG_DIR,LOG_FILE,LOG_LEVEL,MAXIMUM_POSITIVE_JERK,MAX_EPISODE_LENGTH,MAX_NEGATIVE_ACCELERATION,MAX_POSITIVE_ACCELERATION,MAX_PREDICTED_DECELERATION,MAX_SPEED,MAX_START_SPEED,MERGE_POINT_X,MINIMUM_NEGATIVE_JERK,MIN_ALLOWED_DISTANCE,MIN_FOLLOW_DISTANCE,MIN_START_SPEED,MODEL_NAME,NORMALIZE_VECTOR_INPUT,NUM_EPISODES,NUM_EVALUATION_EPISODES,NUM_TRAINING_EPISODES,OTHER_CAR_SPEED,PER_ALPHA,PER_MAX_PRIORITY,PER_MIN_PRIORITY,RANDOMIZE_START_SPEED,REMEMBER_LAST_CHOICE_FOR_SWITCHING_COMBINED,REPLAY_BUFFER_SIZE,REWARD_FUNCTION,ROLLOUT_LENGTH,SEED,SENSOR_RADIUS,START_SPEED,START_SPEED_VARIANCE,START_UNCERTAINTY,STEP_SIZE,STEP_SIZE_HALF_PER_EPISODES,STOP_X,ST_TEST_ROLLOUTS,SUCCESS_REWARD,SYSTEM,S_DISCRETIZATION,TARGET_NET_FREEZE_PERIOD,TASK,TEST_ROLLOUT_STATE,TEST_ST_STRICTLY_BETTER,TICK_LENGTH,TIME_REWARD,TRAFFIC_DENSITY,TRAINING_EPISODE_LENGTH,TRAINING_STEPS_PER_EPISODE,TRAINING_TICK_LENGTH,T_DISCRETIZATION,UNCERTAINTY_PER_SECOND,USE_ACCELERATION_OF_OTHER_CARS,USE_ALTERNATE_TRAFFIC_DISTRIBUTION,USE_CYTHON,USE_DROPOUT,USE_FAST_ST_SOLVER,USE_GUI,USE_MIN_ALLOWED_DISTANCE_IN_COMBINED_SOLVER,USE_PRIORITIZED_ER,USE_SIMPLE_TRAFFIC_DISTRIBUTION,USE_SPEED_DIFFERENCE,VARY_TRAFFIC_START_TIMES,V_WEIGHT,WT_EFFICIENT,WT_SAFE,WT_SMOOTH,ST_DESCRIPTION,TRAFFIC_DESCRIPTION,TIME,percent st solver,percent st solver_std
11,0.0,0.0,1.0,0.0,9.48181437429483,0.023487380818161555,16.642584934138895,0.05281539771945784,0.7745195784321581,0.0036565470199992132,6.329842171672244,0.014645383508453956,11.813611777038286,0.02587768582924766,0.7745195784321581,0.0036565470199992132,6.329842171672244,0.014645383508453956,11.813611777038286,0.02587768582924766,0.33389320340015866,0.00146783503462136,6.614516410466224,0.03477826931569671,6.585007317327237,0.02567102190736366,3.0521000000000003,0.01294539660741728,28.7796,0.07315988690712326,28.7796,0.07315988690712326,10.763745757379567,0.035089066007842805,0.07439200055493185,8.839539164196611e-05,0.01,0.05,0.1,0.0001,True,10.0,1.2,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.9990000000000001,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/combined_default_1,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,combined_default_1,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_default1_extended,True,4000,100,150000,7.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,100,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_COMBINED_DDPG,True,False,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-7.0-1.2-varying,2020-10-23 10:58:56.587769-07:00,0.034922851807903804,0.0004168590062354741
13,0.0,0.0,1.0,0.0,9.296720680977707,0.0052729195014250855,23.295739038734197,0.013977040181895634,1.2618544285133106,0.0020190656067410693,10.272906356446988,0.003442376531107073,12.460616229740458,0.009484310172193837,1.2618544285133106,0.0020190656067410693,10.272906356446988,0.003442376531107073,12.460616229740458,0.009484310172193837,0.3045335511862413,0.00034414746453432957,6.489750000000105,0.017533556135954496,6.948946685096158,0.0069684094723288965,1.4021,0.0041518919845972575,28.64495,0.015443509959687556,28.64495,0.015443509959687556,13.063601514467035,0.020446463536291645,0.09121214594263674,0.00013433673436750174,0.01,0.05,0.1,0.0001,True,10.0,1.8,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.9990000000000001,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/st_medium,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,st_medium,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_low1_extended,True,4000,100,150000,7.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,0,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,ST,True,True,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-7.0-1.8-varying,2020-10-23 13:15:49.344807-07:00,,
14,0.0,0.0,1.0,0.0,11.408023821642553,0.016640415339892075,19.497221852125,0.028860812079907008,0.6539096619321395,0.0018999754674329078,6.106278353677705,0.010685541210631384,9.118587864994023,0.007911288447172876,0.6539096619321395,0.0018999754674329078,6.106278353677705,0.010685541210631384,9.118587864994023,0.007911288447172876,0.1836582959627787,0.0016799459148924278,5.244401555619046,0.05911012738886773,3.0308373715105974,0.02747796043534049,2.1945,0.02301781684854405,23.53245,0.034644722737790734,23.53245,0.034644722737790734,4.043284153000451,0.010171092277171879,0.03422143029302028,4.745734076816662e-05,0.01,0.05,0.1,0.0001,True,10.0,2.4,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.999,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/combined_low_1,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,combined_low_1,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_low1_extended,True,4000,100,150000,7.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,100,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_COMBINED_DDPG,True,False,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-7.0-2.4-varying,2020-10-24 03:56:33.954452-07:00,0.032288823869048945,0.00043022523406473006
15,0.0,0.0,1.0,0.0,10.399936360864405,0.017524892141283017,18.148647035371265,0.03486800304578862,0.8093399873083839,0.0029557595571005697,7.245691699370643,0.012922070105190048,10.146962077776674,0.02164457193760761,0.8093399873083839,0.0029557595571005697,7.245691699370643,0.012922070105190048,10.146962077776674,0.02164457193760761,0.3868201149417551,0.0018899943759374343,6.525840892669586,0.04384787794995166,7.312877587554297,0.03905976253911395,3.11675,0.01869711889406319,25.90430000000001,0.04174818685016535,25.90430000000001,0.04174818685016535,5.028522097358481,0.013747995036603868,0.03871401553794873,7.156588761951127e-05,0.01,0.05,0.1,0.0001,True,10.0,1.8,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.9990000000000001,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/combined_medium_1,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,combined_medium_1,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_medium1_extended,True,4000,100,150000,7.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,100,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_COMBINED_DDPG,True,False,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-7.0-1.8-varying,2020-10-24 05:06:04.071256-07:00,0.023844936730051558,0.000425616142240974
16,0.00025,0.00025,0.99975,0.00025,10.50590179359568,0.010112515290876058,18.559626957037736,0.03226005862248872,0.615080606217005,0.002300673397836351,7.456798394811535,0.015174073856653212,11.727280129914384,0.030001616306561982,0.6148715746383903,0.0022917307646410897,7.458007009305675,0.015129647105021356,11.72943379515738,0.029931699924284925,0.3442262425342367,0.00105060896143011,6.1413771289973225,0.04121229664418071,6.338384318998599,0.01843075132393744,3.0941000000000005,0.016756983518048708,25.41615,0.023504689148720826,25.41830457614404,0.02341158398635001,5.952698188687675,0.012123353342659227,0.04676034279864152,7.277407732173645e-05,0.01,0.05,0.1,0.0001,True,10.0,1.2,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.999,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/combined_default_2,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,combined_default_2,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_default2_extended,True,4000,100,150000,7.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,101,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_COMBINED_DDPG,True,False,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-7.0-1.2-varying,2020-10-24 06:13:20.567714-07:00,0.032463425231154176,0.0002514321208553273
17,0.0,0.0,1.0,0.0,11.405943400097284,0.010382899359670707,19.29232662789573,0.027563318355132482,0.9775320093326312,0.0018436485133514141,6.163955397049209,0.009979830023351972,9.193774710974132,0.006446389801524962,0.9775320093326312,0.0018436485133514141,6.163955397049209,0.009979830023351972,9.193774710974132,0.006446389801524962,0.3866537993917169,0.0021319972401231176,6.382059605185715,0.05099516265776264,6.389349720744045,0.033695807130219066,3.6324,0.0148218582462007,23.4142,0.02060341513387513,23.4142,0.02060341513387513,4.4139042484294615,0.007057128221436784,0.037680276522121664,4.575872422723259e-05,0.01,0.05,0.1,0.0001,True,10.0,1.8,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.9990000000000001,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/combined_medium_2,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,combined_medium_2,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_medium2_extended,True,4000,100,150000,7.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,101,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_COMBINED_DDPG,True,False,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-7.0-1.8-varying,2020-10-24 16:27:03.955798-07:00,0.06361497612867383,0.00045650495898248396
18,0.0,0.0,1.0,0.0,9.127588513119797,0.03518117982322025,18.334963728044183,0.036566365250927234,0.9089703433770784,0.0019082102430372039,7.202273158786465,0.013687212082436385,11.232023348637039,0.046045528280914384,0.9089703433770784,0.0019082102430372039,7.202273158786465,0.013687212082436385,11.232023348637039,0.046045528280914384,0.3660052486203488,0.0019256827161597781,6.405247120245324,0.046267032392554336,8.401813603095233,0.040024161567554666,5.22415,0.04674695726866584,33.39565,0.28556183946811786,33.39565,0.28556183946811786,7.6274310122234725,0.06093936573219979,0.04625072185316901,0.0001239854246884096,0.01,0.05,0.1,0.0001,True,10.0,1.8,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.999,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/combined_medium_3,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,combined_medium_3,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_medium3_extended,True,4000,100,150000,7.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,102,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_COMBINED_DDPG,True,False,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-7.0-1.8-varying,2020-10-24 20:04:15.324381-07:00,0.06387205125606386,0.0004095987784524791
19,0.0,0.0,1.0,0.0,10.873371286167936,0.012950751040008396,17.42414306987127,0.038572936969460174,0.4194399069411344,0.002132205389014872,6.815264820583925,0.01865232481731267,9.687807695250145,0.010350317122714305,0.4194399069411344,0.002132205389014872,6.815264820583925,0.01865232481731267,9.687807695250145,0.010350317122714305,0.1870686244927453,0.0018053943287802575,5.467257747869773,0.05777922395371112,3.173345064877072,0.029671609604017976,1.6279500000000002,0.017161172041310523,24.6181,0.028752909069257437,24.6181,0.028752909069257437,6.055520167706535,0.014974673527444084,0.049032445344159375,8.463586733578436e-05,0.01,0.05,0.1,0.0001,True,10.0,2.4,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.9990000000000001,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/combined_low_3,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,combined_low_3,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_low3_extended,True,4000,100,150000,7.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,102,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_COMBINED_DDPG,True,False,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-7.0-2.4-varying,2020-10-25 02:06:36.552752-07:00,0.02063825389421595,0.0003816262568440551
20,0.0,0.0,1.0,0.0,8.919048017050931,0.004685234746753651,23.149205499247127,0.0135590059661616,1.1053589726429305,0.0019183896959800613,10.15313726958869,0.0020953656510335,11.628067500252365,0.008139824623326474,1.1053589726429305,0.0019183896959800613,10.15313726958869,0.0020953656510335,11.628067500252365,0.008139824623326474,0.28800649749979595,0.00035471440515516404,6.6375000000001005,0.01940663783085424,6.902329356152335,0.008089331121487645,1.3558,0.004376228723965547,29.83765,0.014833850820253631,29.83765,0.014833850820253631,11.766115280169993,0.013213533725118468,0.07887609557316531,8.148732592171267e-05,0.01,0.05,0.1,0.0001,True,10.0,1.2,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.999,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/st_default,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,st_default,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_low1_extended,True,4000,100,150000,7.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,0,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,ST,True,True,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-7.0-1.2-varying,2020-10-25 08:41:56.521896-07:00,,
21,0.0,0.0,1.0,0.0,11.311778592418284,0.01571623766566313,18.824463124710487,0.033736734386147896,0.5345005972399517,0.0022431103938652572,7.213957135156122,0.01748987313867182,9.449469261404486,0.015351034469503647,0.5345005972399517,0.0022431103938652572,7.213957135156122,0.01748987313867182,9.449469261404486,0.015351034469503647,0.21251200966296774,0.001627440503925467,5.483537312544586,0.05714453294158185,3.5531571584709334,0.026690629093086355,1.9240000000000002,0.027170858725682062,23.69715,0.031639188183836715,23.69715,0.031639188183836715,4.902333701250144,0.022694839604427763,0.04114570885604571,0.0001676061211364203,0.01,0.05,0.1,0.0001,True,10.0,2.4,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.9990000000000001,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/combined_low_2,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,combined_low_2,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_low2_extended,True,4000,100,150000,7.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,101,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_COMBINED_DDPG,True,False,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-7.0-2.4-varying,2020-10-25 16:57:13.036718-07:00,0.043530456277455463,0.00040940919130181945
22,0.0,0.0,1.0,0.0,10.182811394845336,0.01905940901393405,18.53481435561175,0.03477503886737417,0.6857177904713048,0.003750498120044514,7.129261457576152,0.012898810506883893,11.078178689998104,0.03421665230903808,0.6857177904713048,0.003750498120044514,7.129261457576152,0.012898810506883893,11.078178689998104,0.03421665230903808,0.3994298678302412,0.0016238440767340262,6.1898865078630205,0.04781318985827822,7.8629996139398175,0.039399288775134496,4.555950000000001,0.04301133447241872,26.5603,0.05927026420182922,26.5603,0.05927026420182922,15.679816554297693,0.03934094207964476,0.11812088163000213,0.00016641630221217137,0.01,0.05,0.1,0.0001,True,10.0,1.8,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.999,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/combined_medium_3b,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,combined_medium_3b,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_medium3_extended,True,4000,100,150000,7.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,102,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_COMBINED_DDPG,True,True,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-7.0-1.8-varying,2020-10-26 06:50:24.860191-07:00,0.16530367334824486,0.0005856018466419587
23,0.0,0.0,1.0,0.0,10.7676904871532,0.019202222400694385,18.60058889671061,0.029323284699937,0.7711308035771095,0.0026103004750824515,7.000642944025607,0.01449941720691264,9.939449766372976,0.014613888305889056,0.7711308035771095,0.0026103004750824515,7.000642944025607,0.01449941720691264,9.939449766372976,0.014613888305889056,0.3269289526923434,0.0021815456297712785,6.339214110660956,0.04649064921462832,6.025967032118348,0.045687019635916426,2.4880500000000003,0.02181314403492014,25.0592,0.044297453720293284,25.0592,0.044297453720293284,5.812608888904562,0.02273709348095773,0.04625187475501042,0.00014869980843628238,0.01,0.05,0.1,0.0001,True,10.0,2.4,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.9990000000000001,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/cross_medium_network_low_traffic_1,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,cross_medium_network_low_traffic_1,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_medium1_extended,True,4000,100,150000,7.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,200,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_COMBINED_DDPG,True,False,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-7.0-2.4-varying,2020-10-26 07:51:09.887131-07:00,0.027765714978651032,0.0005163611211336475
24,0.0,0.0,1.0,0.0,11.662459371932805,0.010798942767984586,19.789837396520927,0.024490817981623704,1.021065691808252,0.002185730796534393,6.340045143115609,0.009846387421117278,9.516377870102282,0.005854444919785836,1.021065691808252,0.002185730796534393,6.340045143115609,0.009846387421117278,9.516377870102282,0.005854444919785836,0.3725538545098355,0.0016022606948376116,6.243341901190424,0.04644590409260409,6.005131331524383,0.024406044284623715,2.5846500000000003,0.007429831422969397,22.8917,0.02043837589688392,22.8917,0.02043837589688392,3.9142546499017614,0.006298897131049614,0.03418942635416348,4.4199178590946835e-05,0.01,0.05,0.1,0.0001,True,10.0,2.4,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.999,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/cross_medium_network_low_traffic_2,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,cross_medium_network_low_traffic_2,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_medium2_extended,True,4000,100,150000,7.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,201,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_COMBINED_DDPG,True,False,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-7.0-2.4-varying,2020-10-26 13:04:31.971281-07:00,0.07295400860353456,0.0006662109285897537
25,0.0,0.0,0.28425,0.0071327206100355,4.068957974465979,0.05912181187168668,18.147148344598122,0.04311288439305889,0.5287967536565136,0.00802002618342723,5.747407848127807,0.02415264059074116,9.553593419281842,0.04327085141451787,1.3219753499219598,0.004658038784310799,5.741743145401544,0.024567154914745825,9.617183517268586,0.04178306329879842,0.16223773484492984,0.002035373339964705,7.242615954586044,0.023399141300472145,7.802024898825654,0.028882363544875545,7.5866500000000014,0.06374620646818736,79.35875,0.5232835354986873,26.879859278803874,0.06352636442225391,41.09929977756366,0.3445593264095393,0.1032272676597186,0.0004808303565997019,0.01,0.05,0.1,0.0001,True,10.0,1.2,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.9990000000000001,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/combined_default_3,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,combined_default_3,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_default3_extended,True,4000,100,150000,7.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,102,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_COMBINED_DDPG,True,False,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-7.0-1.2-varying,2020-10-26 13:53:44.049943-07:00,0.04320562426506129,0.0007227076116154308
26,0.0,0.0,1.0,0.0,8.858933013987972,0.04496216899477632,18.838651887195773,0.034442830892995664,0.9063668454704034,0.0015370220042488065,6.969128601220166,0.014730682848817626,10.067373062158133,0.02970662494917785,0.9063668454704034,0.0015370220042488065,6.969128601220166,0.014730682848817626,10.067373062158133,0.02970662494917785,0.30585679602833904,0.0019477927276671265,5.83336533830448,0.04774076903755349,7.544620567540302,0.04148626716981087,5.3835500000000005,0.05374311053388578,37.447,0.3720176031107347,37.447,0.3720176031107347,8.088465224122631,0.08172847479178239,0.0437915303503871,0.0001595296372140333,0.01,0.05,0.1,0.0001,True,10.0,2.4,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.999,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/cross_medium_network_low_traffic_3,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,cross_medium_network_low_traffic_3,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_medium3_extended,True,4000,100,150000,7.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,202,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_COMBINED_DDPG,True,False,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-7.0-2.4-varying,2020-10-26 17:47:51.154088-07:00,0.05322618115402122,0.0003657892957629426
27,0.0,0.0,1.0,0.0,10.850156570900669,0.018278940328032317,18.74573959370018,0.02856880662556955,0.7905476829431569,0.002700181059280773,7.007453799553403,0.013758853338784944,9.95016421866481,0.013797039589520426,0.7905476829431569,0.002700181059280773,7.007453799553403,0.013758853338784944,9.95016421866481,0.013797039589520426,0.3236772179458362,0.0022354049365871007,6.5006927935589145,0.04694924211872828,5.8897393075383375,0.04571011881405233,2.3165,0.021803228721812604,24.8414,0.041843269767146564,24.8414,0.041843269767146564,16.307428939960893,0.04700779857699439,0.13084973249176934,0.00025256537290036174,0.01,0.05,0.1,0.0001,True,10.0,2.4,50,2,2,5.0,True,10,-20,True,5.1,20,-10,True,30.0,3,0.9990000000000001,True,10.0,0.25,30000,0.1,1.0,50,2000,0.2,runs/cross_medium_network_low_traffic_1b,150.0,5.0,1.0,sumo-jerk-continuous-v0,,0.0,10.0,0.0002,False,cross_medium_network_low_traffic_1b,out.log,20,5.0,100,-6.0,4.5,-4,30,25,-50,-5.0,5,3,5,runs/ddpg_medium1_extended,True,4000,100,150000,7.0,0.5,4.0,1e-06,True,False,50000,Slotted Jerk,5,200,125,15,5,0.0,0.01,20000,65,5,10,Linux,0.05,500,EVALUATE_COMBINED_DDPG,True,True,0.2,-0.1,low,50,8,0.2,0.3,0.0,True,False,True,False,True,False,True,True,True,True,True,0.5,0.01,0.1,0.1,st-0.5-10.0-10.0-10.0-5-20-0.0-0.0,uniform-7.0-2.4-varying,2020-10-27 09:11:56.069812-07:00,0.058792171110383776,0.0006970985448265758
